abstract	text	label
1494	. plos pathog.  nov ;():e. doi: ./journal.ppat.. ecollection  oct. retromer regulates hiv- envelope glycoprotein trafficking incorporation virions. groppelli e(), len ac(), granger la(), jolly c(). author information: ()division infection immunity, university college london, london, united kingdom. envelope glycoprotein (env) human immunodeficiency virus type- (hiv-) critical determinant viral infectivity, tropism main target humoral immunity; however, little known cellular machinery directs env trafficking incorporation nascent virions. identify mammalian retromer complex novel important cellular factor regulating env trafficking. retromer mediates endosomal sorting closely associated endosome-to-golgi transport. consistent function, inactivating retromer using rnai targeting cargo selective trimer complex inhibited retrograde trafficking endocytosed env golgi. notably, hiv- infected cells, inactivating retromer modulated plasma membrane expression env, along env incorporation virions particle infectivity. mutagenesis studies coupled coimmunoprecipitations revealed retromer-mediated trafficking requires env cytoplasmic tail show binds directly retromer components vps vps. taken together results provide novel insight regulation hiv- env trafficking infectious hiv- morphogenesis show first time role retromer late-steps viral replication assembly virus. doi: ./journal.ppat. pmcid: pmc pmid:  [indexed medline]	1
1495	. mol cell biol.  aug;():-. association insulin receptor substrate  simian virus  large antigen. fei zl(), d'ambrosio c, li s, surmacz e, baserga r. author information: ()jefferson cancer center, thomas jefferson university, philadelphia, pennsylvania , usa. mouse embryo cells expressing wild-type number insulin-like growth factor receptors (igf-ir) (w cells) transformed either simian virus  large antigen (sv t) overexpressed insulin receptor substrate  (irs-), singly transfected. neither sv antigen irs-, individually, transform mouse embryo cells targeted disruption igf-ir genes (r- cells). however, cotransfection sv antigen irs- transform r- cells. study, using different antibodies different cell lines, found sv antigen irs- coprecipitated cell lysates specific fashion, regardless whether lysates immunoprecipitated antibody sv antigen antibody irs-. antibody sv antigen, however, fails coprecipitate another substrate igf-ir, transforming protein shc, two signal-transducing molecules, grb sos. finally, sv antigen lacking amino-terminal  amino acids fails coprecipitate irs- also fails transform r- cells overexpressing mouse irs-. experiments indicate irs- associates sv antigen association plays critical role combined ability proteins transform r- cells. finding discussed light crucial role igf-ir establishment maintenance transformed phenotype. doi: ./mcb... pmcid: pmc pmid:  [indexed medline]	1
1496	. mol cell.  apr ;():-. doi: ./j.molcel.... epub  mar . viral e ubiquitin ligase-mediated degradation cellular e: viral mimicry cellular phosphorylation mark targets rnf fha domain. chaurushiya ms(), lilley ce, aslanian a, meisenhelder j, scott dc, landry s, ticau s, boutell c, yates jr rd, schulman ba, hunter t, weitzman md. author information: ()laboratory genetics, salk institute biological studies, la jolla, ca , usa. viral hijacking cellular processes relies ability mimic structure function cellular proteins. many viruses encode ubiquitin ligases facilitate infection, although mechanisms select substrates often unknown. herpes simplex virus type--encoded e ubiquitin ligase, icp, promotes infection degradation cellular proteins, including dna damage response e ligases rnf rnf. describe mechanism viral e hijacks cellular phosphorylation-based targeting strategy degrade rnf. mimicking cellular phosphosite, icp binds rnf via rnf forkhead associated (fha) domain. phosphorylation icp ck recruits rnf degradation thereby promotes viral transcription, replication, progeny production. demonstrate mechanism may constitute broader viral strategy target cellular factors, highlighting importance region icp protein countering intrinsic antiviral defenses. copyright    elsevier inc. rights reserved. doi: ./j.molcel... pmcid: pmc pmid:  [indexed medline]	1
1497	. j virol.  dec;():-. doi: ./jvi.-. epub  oct . overexpression thiol/disulfide isomerases enhances membrane fusion directed newcastle disease virus fusion protein. jain s(), mcginnes lw, morrison tg. author information: ()department molecular genetics microbiology, university massachusetts medical school,  lake avenue north, worcester, , usa. newcastle disease virus (ndv) fusion (f) protein directs membrane fusion, required virus entry cell-cell fusion. previously shown free thiols present cell surface-expressed ndv f protein blocking production free thiols thiol-disulfide exchange inhibitors inhibited membrane fusion mediated f protein (j virol. :-, ). extending observations, evaluated role overexpression two disulfide bond isomerases, protein disulfide isomerase (pdi) erdj, cell-cell fusion mediated ndv glycoproteins. overexpression isomerases resulted significantly increased membrane fusion, measured syncytium formation content mixing. overexpression isomerases enhanced production free thiols f protein expressed without hemagglutination-neuraminidase (hn) protein decreased free thiols f protein expressed hn protein. evaluating binding conformation-sensitive antibodies, found overexpression isomerases favored postfusion conformation surface-expressed f protein presence hn protein. results suggest isomerases belonging pdi family catalyze production free thiols f protein, free thiols f protein facilitate membrane fusion mediated f protein. doi: ./jvi.- pmcid: pmc pmid:  [indexed medline]	1
1498	. mol cell biol.  mar;():-. physical functional interaction human t-cell lymphotropic virus type  tax protein ccaat binding protein nf-y. pise-masison ca(), dittmer j, clemens ke, brady jn. author information: ()laboratory molecular virology, national cancer institute, national institutes health, bethesda, maryland -, usa. tax, potent activator human t-cell lymphotropic virus type  (htlv-) transcription, shown modulate expression many cellular genes. tax bind dna directly regulates transcription protein-protein interactions sequence-specific transcription factors. using yeast two-hybrid system screen proteins interact tax, isolated b subunit ccaat binding protein nf-y hela cdna library. interaction tax nf-yb specific nf-yb interact variety transcription factors, including human immunodeficiency virus tat, human papillomavirus e, bicoid, (amino acids cp-as) tax mutant. however, nf-yb interact c-terminal tax mutants (tl-as) (ll-rs). also show vitro-translated nf-yb specifically bound glutathione s-transferase-tax fusion protein. further, tax coimmunoprecipitated nf-y nuclear extracts htlv--transformed cells, providing evidence vivo interaction tax nf-yb. demonstrate tax specifically activated nf-y-responsive dqbeta promoter, well minimal promoter contains y-box element. addition, mutation y-box element alone abrogated tax-mediated activation. taken together, data indicate tax interacts nf-y b subunit interaction results activation major histocompatibility complex class ii promoter. activation nf-y driven promoters, tax-nf-y interaction may play critical role causing cellular transformation htlv- pathogenesis. doi: ./mcb... pmcid: pmc pmid:  [indexed medline]	1
1499	. plos pathog.  sep ;():e. doi: ./journal.ppat.. epidermal growth factor receptor (egfr) promotes uptake influenza viruses (iav) host cells. eierhoff t(), hrincius er, rescher u, ludwig s, ehrhardt c. author information: ()institute molecular virology, zmbe, westf lische-wilhelms-university, m nster, germany. influenza viruses (iav) bind sialic-acids cellular surfaces enter cells using endocytotic routes. evidence process occur constitutively requires induction specific cellular signals, including activation pik promotes virus internalization. implies engagement cellular signaling receptors viral entry. here, present first indications interplay iav receptor tyrosine kinases (rtks). representative rtk family-members epidermal growth factor receptor (egfr) c-met receptor studied. modulation expression activity rtks resulted altered uptake iav, showing receptors transmit entry relevant signals upon virus binding. detailed studies egfr function revealed virus binding lead clustering lipid-rafts, suggesting multivalent binding iav cells induces signaling platform leading activation egfr rtks turn facilitates iav uptake. doi: ./journal.ppat. pmcid: pmc pmid:  [indexed medline]	1
1500	. embo j.  sep ;():-. interference papillomavirus e protein single-strand break repair interaction xrcc. iftner t(), elbel m, schopp b, hiller t, loizou ji, caldecott kw, stubenrauch f. author information: ()sektion experimentelle virologie, universit tsklinikum tuebingen, elfriede-aulhorn strasse , d- tuebingen, germany. tsiftner@med.uni-tuebingen.de xrcc protein required repair dna single-strand breaks genetic stability, essential viability mammals. xrcc functions scaffold protein interacting modulating polypeptide components single-strand break repair machinery, including ap endonuclease-, dna ligase iiialpha, poly (adp-ribose) polymerase, dna polymerase beta human polynucleotide kinase. show e protein human papillomavirus type ,   directly binds xrcc. tested cho derived xrcc 'knock out' em cells, co-expression human papillomavirus  e human xrcc reduced ability latter protein correct methyl methane sulfate sensitivity xrcc mutant cho cell line em. data identify novel link small dna tumour viruses dna repair pathways, suggest novel explanation development genomic instability tissue cells persistently infected papillomaviruses. doi: ./emboj/cdf pmcid: pmc pmid:  [indexed medline]	1
1501	. plos pathog. ;():e. doi: ./journal.ppat.. epub  may . class scavenger receptor  (msr) restricts hepatitis c virus replication mediating toll-like receptor  recognition viral rnas produced neighboring cells. dansako h(), yamane d, welsch c, mcgivern dr, hu f, kato n, lemon sm. author information: ()division infectious diseases, department medicine, lineberger comprehensive cancer center, university north carolina chapel hill, chapel hill, north carolina, united states america. persistent infections hepatitis c virus (hcv) may result life-threatening liver disease, including cirrhosis cancer, impose important burden human health. understanding virus capable achieving persistence majority infected thus important goal. although hcv evolved multiple mechanisms disrupt block cellular signaling pathways involved induction interferon (ifn) responses, ifn-stimulated gene (isg) expression typically prominent hcv-infected liver. here, show toll-like receptor  (tlr) expressed within uninfected hepatocytes capable sensing infection adjacent cells, initiating local antiviral response partially restricts hcv replication. demonstrate dependent upon expression class scavenger receptor type  (msr). msr binds extracellular dsrna, mediating endocytosis transport toward endosome engaged tlr, thereby triggering ifn responses infected uninfected cells. rnai-mediated knockdown msr expression blocks tlr sensing hcv infected hepatocyte cultures, leading increased cellular permissiveness virus infection. exogenous expression myc-msr restores tlr signaling msr-depleted cells subsequent induction antiviral state. series conserved basic residues within carboxy-terminus collagen superfamily domain msr required binding transport dsrna, likely facilitate acidification-dependent release dsrna site tlr expression endosome. findings reveal msr critical component tlr-mediated pattern recognition receptor response exerts antiviral state infected uninfected hepatocytes, thereby limiting impact hcv proteins disrupt ifn signaling infected cells restricting spread hcv within liver. doi: ./journal.ppat. pmcid: pmc pmid:  [indexed medline]	1
1502	. j virol.  apr;():-. doi: ./jvi.-. epub  jan . timeless-dependent dna replication-coupled recombination promotes kaposi's sarcoma-associated herpesvirus episome maintenance terminal repeat stability. dheekollu j(), chen hs, kaye km, lieberman pm. author information: ()wistar institute, philadelphia, pennsylvania, usa. kaposi's sarcoma-associated herpesvirus (kshv) maintained stable episome latently infected pleural effusion lymphoma (pel) cells. episome maintenance conferred binding kshv-encoded lana protein viral terminal repeats (tr). here, show dna replication kshv tr coupled dna recombination mediated part cellular replication fork protection factors timeless (tim) tipin. show two-dimensional (d) agarose gel electrophoresis replication forks naturally stall form recombination-like structures tr unperturbed cell cycle. chromatin immunoprecipitation (chip) assays revealed tim tipin selectively enriched kshv tr phase lana-dependent manner. tim depletion inhibited lana-dependent tr dna replication caused loss kshv episomes latently infected pel cells. tim depletion resulted aberrant accumulation recombination structures arrested mcm helicase tr. tim depletion induce kshv lytic cycle apoptotic cell death. propose kshv episome maintenance requires tim-assisted replication fork protection viral terminal repeats tim-dependent recombination-like structures form tr promote dna repeat stability viral genome maintenance. doi: ./jvi.- pmcid: pmc pmid:  [indexed medline]	1
1503	. j virol.  apr;():-. doi: ./jvi.-. epub  jan . myeloid transcription factor gata- regulates viral ul gene human cytomegalovirus latency isolate-specific manner. poole e(), walther a, raven k, benedict ca, mason gm, sinclair j. author information: ()university cambridge, department medicine, cambridge, united kingdom. generally accepted that, following primary infection, human cytomegalovirus (hcmv) establishes lifelong latency cd(+) progenitor cells derivative cells myeloid lineage. study, show viral ul gene expressed latent infection two cell types myeloid lineage, cd(+) cd(+) monocytes, ul protein functional latently infected monocytes. however, latency-associated expression ul occurs certain isolates hcmv depends presence functional gata- transcription factor binding sites ul promoter, contrast viral latency-associated gene luna, also show regulated gata- expressed uniformly latent infection independent virus isolate. taken together, data suggest hcmv latency-associated transcriptome may virus isolate specific dependent repertoire transcription factor binding sites promoters latency-associated genes. doi: ./jvi.- pmcid: pmc pmid:  [indexed medline]	1
1504	. biochem biophys res commun.  aug ;():-. doi: ./j.bbrc.... epub  jun . novel binding pre-membrane protein vacuolar atpase required efficient dengue virus secretion. duan x(), lu x, li j, liu y. author information: ()department pharmacology, guilin medical university,  huancheng road, guilin, guangxi , pr china. robortduan@gmail.com flavivirus pre-membrane (prm) protein important proper folding secretion envelope (e) protein. however, non-structural functions prm protein context virus life-cycle poorly known. study, aimed elucidate dengue virus (dv) prm protein interacts host proteins contributes viral pathogenesis screening human liver cdna yeast-two-hybrid library. study identified vacuolar atpase (v-atpase) novel interacting partner dv prm protein aminoacid residues   prm protein crucial mediate v-atpase binding. showed v-atpase plays important role mediating low-ph dependent entry dv. biological significance prm-v-atpase interaction also elucidated shown association critical influence efficient virus egression. study highlighted first time flavivirus prm protein interacts v-atpase v-atpase mediates entry egression dv. doi: ./j.bbrc... pmid:  [indexed medline]	1
